level2,linkedGenre,title2,levelDiff,difficulty2,attribute2
37,"<a href=""https://popn.wiki//%E9%9B%A3%E6%98%93%E5%BA%A6%E8%A1%A8/%E3%83%81%E3%83%83%E3%83%94%E3%83%B3%E3%83%AC%E3%82%A4%E3%83%B4_h"">チッピンレイヴ(H)</a>",Bleep Beep Bop,37.0,中(+0.000±0.0),
37,"<a href=""https://popn.wiki//%E9%9B%A3%E6%98%93%E5%BA%A6%E8%A1%A8/%E3%83%8F%E3%83%83%E3%83%94%E3%83%BC%E3%83%8F%E3%83%BC%E3%83%89%E3%82%B3%E3%82%A2_sakura_sunrise_h"">ハッピーハードコア(H)</a>",Sakura Sunrise,37.5,強(+0.500±0.0),
37,"<a href=""https://popn.wiki//%E9%9B%A3%E6%98%93%E5%BA%A6%E8%A1%A8/%E8%8F%AF%E9%99%BD%E7%82%8E-hana_kagerou-_h"">華陽炎-Hana Kagerou-(H)</a>",華陽炎-Hana Kagerou-,37.5,強(+0.500±0.0),
37,"<a href=""https://popn.wiki//%E9%9B%A3%E6%98%93%E5%BA%A6%E8%A1%A8/%E3%83%95%E3%82%A1%E3%83%B3%E3%82%BF%E3%82%B8%E3%82%A2%E3%83%95%E3%83%A5%E3%83%BC%E3%82%B8%E3%83%A7%E3%83%B3_h"">ファンタジアフュージョン(H)</a>",プロキオンの騎士団,37.5,強(+0.500±0.0),
37,"<a href=""https://popn.wiki//%E9%9B%A3%E6%98%93%E5%BA%A6%E8%A1%A8/%E3%83%97%E3%83%A9%E3%83%81%E3%83%8A%E3%83%A0%E3%82%B8%E3%83%A3%E3%83%91%E3%83%8D%E3%82%B9%E3%82%AF_h"">プラチナムジャパネスク(H)</a>",ЁVOLUTIΦN,36.5,弱(-0.500±0.0),
37,"<a href=""https://popn.wiki//%E9%9B%A3%E6%98%93%E5%BA%A6%E8%A1%A8/%E3%83%A0%E3%83%BC%E3%83%B3%E3%82%B3%E3%82%A2_h"">ムーンコア(H)</a>",HEAVENLY MOON,36.5,弱(-0.500±0.0),
37,"<a href=""https://popn.wiki//%E9%9B%A3%E6%98%93%E5%BA%A6%E8%A1%A8/%E3%83%A9%E3%83%95%E3%83%AD%E3%83%83%E3%82%AF_h"">ラフロック(H)</a>",LOL!,37.0,中(+0.000±0.0),
37,"<a href=""https://popn.wiki//%E9%9B%A3%E6%98%93%E5%BA%A6%E8%A1%A8/%E6%AD%8C%E5%8A%87_%E6%9C%88%E5%A4%9C%E3%81%AE%E3%82%A2%E3%83%A9%E3%83%93%E3%82%A2_h"">歌劇 月夜のアラビア(H)</a>",歌劇 月夜のアラビア,37.0,中(+0.000±0.0),
37,"<a href=""https://popn.wiki//%E9%9B%A3%E6%98%93%E5%BA%A6%E8%A1%A8/%E6%98%A5%E9%A2%A8%E3%83%96%E3%83%AD%E3%83%BC%E3%82%A4%E3%83%B3%E3%82%A6%E3%82%A3%E3%83%B3%E3%83%89_h"">春風ブローインウィンド(H)</a>",春風ブローインウィンド,36.0,逆詐称(-1.000±0.0),
37,"<a href=""https://popn.wiki//%E9%9B%A3%E6%98%93%E5%BA%A6%E8%A1%A8/%E3%83%84%E3%83%BC%E3%83%9E%E3%83%B3%E3%83%A9%E3%82%A4%E3%83%96_h"">ツーマンライブ(H)</a>",ツーマンライブ,35.5,個人差(-1.500±0.0),
37,"<a href=""https://popn.wiki//%E9%9B%A3%E6%98%93%E5%BA%A6%E8%A1%A8/%E3%83%98%E3%82%A4_%E3%83%98%E3%82%A4_bay_%E3%83%9C%E3%82%AF%E3%82%89%E3%81%AE%E5%A4%8F%E3%81%AB%E3%82%B5%E3%83%9E%E3%83%BC%E2%98%86%E3%82%A6%E3%82%A7%E3%82%A4%E3%83%B4_h"">ヘイ！ヘイ！Bay～ボクらの夏にサマー☆ウェイヴ～(H)</a>",ヘイ！ヘイ！Bay～ボクらの夏にサマー☆ウェイヴ～,36.5,弱(-0.500±0.0),
37,"<a href=""https://popn.wiki//%E9%9B%A3%E6%98%93%E5%BA%A6%E8%A1%A8/%E3%81%BB%E3%81%97%E3%81%B5%E3%82%8A_re_pray_h"">ほしふり Re:pray(H)</a>",ほしふり Re:pray,37.0,中(+0.000±0.0),
37,"<a href=""https://popn.wiki//%E9%9B%A3%E6%98%93%E5%BA%A6%E8%A1%A8/%E6%81%8B%E6%84%9B%E8%A6%B3%E6%B8%AC_-venus_mix-_h"">恋愛観測 -VENUS Mix-(H)</a>",恋愛観測 -VENUS Mix-,37.5,強(+0.500±0.0),
37,"<a href=""https://popn.wiki//%E9%9B%A3%E6%98%93%E5%BA%A6%E8%A1%A8/baby_sherry_h"">Baby Sherry(H)</a>",Baby Sherry,37.0,中(+0.000±0.0),
37,"<a href=""https://popn.wiki//%E9%9B%A3%E6%98%93%E5%BA%A6%E8%A1%A8/bloody_mary_h"">Bloody Mary(H)</a>",Bloody Mary,37.0,中(+0.000±0.0),
37,"<a href=""https://popn.wiki//%E9%9B%A3%E6%98%93%E5%BA%A6%E8%A1%A8/howling_h"">Howling(H)</a>",Howling,36.5,弱(-0.500±0.0),
37,"<a href=""https://popn.wiki//%E9%9B%A3%E6%98%93%E5%BA%A6%E8%A1%A8/khamen_break_h"">KHAMEN BREAK(H)</a>",KHAMEN BREAK,36.0,逆詐称(-1.000±0.0),
37,"<a href=""https://popn.wiki//%E9%9B%A3%E6%98%93%E5%BA%A6%E8%A1%A8/magical_summer_smile_h"">MAGICAL SUMMER SMILE(H)</a>",MAGICAL SUMMER SMILE,36.5,弱(-0.500±0.0),
37,"<a href=""https://popn.wiki//%E9%9B%A3%E6%98%93%E5%BA%A6%E8%A1%A8/realize_maze_h"">Realize Maze(H)</a>",Realize Maze,37.5,強(+0.500±0.0),
37,"<a href=""https://popn.wiki//%E9%9B%A3%E6%98%93%E5%BA%A6%E8%A1%A8/show_up_ex"">Show Up!(EX)</a>",Show Up!,36.5,弱(-0.500±0.0),
37,"<a href=""https://popn.wiki//%E9%9B%A3%E6%98%93%E5%BA%A6%E8%A1%A8/the_sign_of_collapse_h"">The Sign Of Collapse(H)</a>",The Sign Of Collapse,37.5,強(+0.500±0.0),
37,"<a href=""https://popn.wiki//%E9%9B%A3%E6%98%93%E5%BA%A6%E8%A1%A8/%E6%BF%80%E3%82%A2%E3%83%84%E2%98%86%E3%83%9E%E3%82%B8%E3%83%A4%E3%83%90%E2%98%86%E3%83%81%E3%82%A2%E3%82%AC%E3%83%BC%E3%83%AB_h"">激アツ☆マジヤバ☆チアガール(H)</a>",激アツ☆マジヤバ☆チアガール,36.5,弱(-0.500±0.0),
37,"<a href=""https://popn.wiki//%E9%9B%A3%E6%98%93%E5%BA%A6%E8%A1%A8/%E6%A1%9C%E8%89%B2%E3%81%AE%E3%83%A1%E3%83%AD%E3%83%87%E3%82%A3%E3%83%BC_h"">桜色のメロディー(H)</a>",桜色のメロディー,36.5,弱(-0.500±0.0),
37,"<a href=""https://popn.wiki//%E9%9B%A3%E6%98%93%E5%BA%A6%E8%A1%A8/%E5%8F%AA%E8%A6%81%E6%9C%89%E4%BD%A0%E5%9C%A8_h"">只要有你在(H)</a>",只要有你在,37.0,中(+0.000±0.0),
37,"<a href=""https://popn.wiki//%E9%9B%A3%E6%98%93%E5%BA%A6%E8%A1%A8/%E3%82%B7%E3%83%A5%E3%82%AC%E3%83%BC%E3%82%BD%E3%83%B3%E3%82%B0%E3%81%A8%E3%83%93%E3%82%BF%E3%83%BC%E3%82%B9%E3%83%86%E3%83%83%E3%83%97_ex"">シュガーソングとビターステップ(EX)</a>",シュガーソングとビターステップ,36.5,弱(-0.500±0.0),
37,"<a href=""https://popn.wiki//%E9%9B%A3%E6%98%93%E5%BA%A6%E8%A1%A8/%E3%81%AF%E3%81%AA%E3%81%BE%E3%82%8B%E3%81%B4%E3%81%A3%E3%81%B4%E3%81%AF%E3%82%88%E3%81%84%E3%81%93%E3%81%A0%E3%81%91_ex"">はなまるぴっぴはよいこだけ(EX)</a>",はなまるぴっぴはよいこだけ,37.0,中(+0.000±0.0),
37,"<a href=""https://popn.wiki//%E9%9B%A3%E6%98%93%E5%BA%A6%E8%A1%A8/%E5%B7%BB%E5%AF%BF%E5%8F%B8%E6%88%A6%E9%9A%8A%E3%82%A6%E3%83%9E%E3%82%A4%E3%83%A4%E3%83%B3_%E3%82%B3%E3%83%BC%E3%83%89%E3%83%8D%E3%83%BC%E3%83%A0%E3%81%AF%E3%82%B0%E3%83%AA%E3%83%BC%E3%83%B3_h"">巻寿司戦隊ウマイヤン ～コードネームはグリーン～(H)</a>",巻寿司戦隊ウマイヤン ～コードネームはグリーン～,36.0,逆詐称(-1.000±0.0),
37,"<a href=""https://popn.wiki//%E9%9B%A3%E6%98%93%E5%BA%A6%E8%A1%A8/crazy_world_h"">CRAZY WORLD(H)</a>",CRAZY WORLD,36.5,弱(-0.500±0.0),
37,"<a href=""https://popn.wiki//%E9%9B%A3%E6%98%93%E5%BA%A6%E8%A1%A8/link_of_chain_h"">Link of Chain(H)</a>",Link of Chain,36.5,弱(-0.500±0.0),
37,"<a href=""https://popn.wiki//%E9%9B%A3%E6%98%93%E5%BA%A6%E8%A1%A8/re_unite_the_night_h"">Re:Unite the Night(H)</a>",Re:Unite the Night,36.5,弱(-0.500±0.0),
37,"<a href=""https://popn.wiki//%E9%9B%A3%E6%98%93%E5%BA%A6%E8%A1%A8/%E3%82%A2%E3%83%AB%E3%83%AC%E3%82%B7%E3%83%A3_h"">アルレシャ(H)</a>",アルレシャ,37.0,中(+0.000±0.0),
37,"<a href=""https://popn.wiki//%E9%9B%A3%E6%98%93%E5%BA%A6%E8%A1%A8/%E3%82%AD%E3%83%9F%E3%81%A8%E3%83%AF%E3%82%BF%E3%82%B7%E3%81%AE%E3%82%AA%E3%83%B3%E3%82%AC%E3%82%AF_h"">キミとワタシのオンガク(H)</a>",キミとワタシのオンガク,36.0,逆詐称(-1.000±0.0),
37,"<a href=""https://popn.wiki//%E9%9B%A3%E6%98%93%E5%BA%A6%E8%A1%A8/%E5%90%9B%E3%81%AE%E9%9F%B3%E3%81%A8auftakt_h"">君の音とAuftakt(H)</a>",君の音とAuftakt,36.5,弱(-0.500±0.0),
37,"<a href=""https://popn.wiki//%E9%9B%A3%E6%98%93%E5%BA%A6%E8%A1%A8/%E7%A9%BA%E6%83%B3%E3%83%A2%E3%83%80%E3%83%8B%E3%82%BA%E3%83%A0_h"">空想モダニズム(H)</a>",空想モダニズム,36.5,弱(-0.500±0.0),
37,"<a href=""https://popn.wiki//%E9%9B%A3%E6%98%93%E5%BA%A6%E8%A1%A8/%E6%81%8B%E3%81%AE%E3%83%91%E3%82%BA%E3%83%AB%E3%83%9E%E3%82%B8%E3%83%83%E3%82%AF_h"">恋のパズルマジック(H)</a>",恋のパズルマジック,37.0,中(+0.000±0.0),
37,"<a href=""https://popn.wiki//%E9%9B%A3%E6%98%93%E5%BA%A6%E8%A1%A8/%E9%80%B2%E3%82%81_%E5%A5%B3%E3%81%AE%E5%AD%90%E3%81%AE%E3%83%9E%E3%83%BC%E3%83%81_ex"">進め！女の子のマーチ(EX)</a>",進め！女の子のマーチ,37.5,強(+0.500±0.0),
37,"<a href=""https://popn.wiki//%E9%9B%A3%E6%98%93%E5%BA%A6%E8%A1%A8/%E5%A4%A9%E6%89%8D%E5%B0%91%E5%A5%B3%E3%81%8C%E8%A7%A3%E3%81%91%E3%81%AA%E3%81%84%E5%95%8F%E9%A1%8C_h"">天才少女が解けない問題(H)</a>",天才少女が解けない問題,36.0,逆詐称(-1.000±0.0),
37,"<a href=""https://popn.wiki//%E9%9B%A3%E6%98%93%E5%BA%A6%E8%A1%A8/%E3%83%90%E3%82%A4%E3%83%8A%E3%83%AA%E3%82%B9%E3%82%BF%E3%83%BC_h"">バイナリスター(H)</a>",バイナリスター,36.5,弱(-0.500±0.0),
37,"<a href=""https://popn.wiki//%E9%9B%A3%E6%98%93%E5%BA%A6%E8%A1%A8/%E6%98%9F%E5%B1%91%E3%83%96%E3%83%AC%E3%82%B9%E3%83%AC%E3%83%83%E3%83%88_h"">星屑ブレスレット(H)</a>",星屑ブレスレット,37.0,中(+0.000±0.0),
37,"<a href=""https://popn.wiki//%E9%9B%A3%E6%98%93%E5%BA%A6%E8%A1%A8/%E3%83%AA%E3%83%A2%E3%83%BC%E3%83%8D%E3%83%BB%E3%83%87%E3%82%A3%E3%83%BB%E3%83%9E%E3%83%83%E3%82%AD%E3%83%BC%E3%83%8A_h"">リモーネ・ディ・マッキーナ(H)</a>",リモーネ・ディ・マッキーナ,37.0,中(+0.000±0.0),
37,"<a href=""https://popn.wiki//%E9%9B%A3%E6%98%93%E5%BA%A6%E8%A1%A8/%E3%83%AD%E3%83%B3%E3%83%AD%E3%83%B3%E3%81%B8_%E3%83%A9%E3%82%A4%E3%83%A9%E3%82%A4%E3%83%A9%E3%82%A4_h"">ロンロンへ ライライライ！(H)</a>",ロンロンへ ライライライ！,36.5,弱(-0.500±0.0),
37,"<a href=""https://popn.wiki//%E9%9B%A3%E6%98%93%E5%BA%A6%E8%A1%A8/be_a_hero_h"">Be a Hero!(H)</a>",Be a Hero!,36.5,弱(-0.500±0.0),
37,"<a href=""https://popn.wiki//%E9%9B%A3%E6%98%93%E5%BA%A6%E8%A1%A8/bitter_myself_h"">Bitter Myself(H)</a>",Bitter Myself,36.0,逆詐称(-1.000±0.0),
37,"<a href=""https://popn.wiki//%E9%9B%A3%E6%98%93%E5%BA%A6%E8%A1%A8/fly_far_bounce_h"">Fly far bounce(H)</a>",Fly far bounce,35.5,個人差(-1.500±0.0),
37,"<a href=""https://popn.wiki//%E9%9B%A3%E6%98%93%E5%BA%A6%E8%A1%A8/i_just_hate_you_h"">I just hate you(H)</a>",I just hate you,37.0,中(+0.000±0.0),
37,"<a href=""https://popn.wiki//%E9%9B%A3%E6%98%93%E5%BA%A6%E8%A1%A8/last_traveller_h"">Last Traveller(H)</a>",Last Traveller,36.5,弱(-0.500±0.0),
37,"<a href=""https://popn.wiki//%E9%9B%A3%E6%98%93%E5%BA%A6%E8%A1%A8/luna_hare_et_cetera_h"">Luna hare et cetera(H)</a>",Luna hare et cetera,36.5,弱(-0.500±0.0),
37,"<a href=""https://popn.wiki//%E9%9B%A3%E6%98%93%E5%BA%A6%E8%A1%A8/mychronicle_n"">Mychronicle(N)</a>",Mychronicle,37.5,強(+0.500±0.0),
37,"<a href=""https://popn.wiki//%E9%9B%A3%E6%98%93%E5%BA%A6%E8%A1%A8/sing_a_song_sign_h"">Sing a Song Sign(H)</a>",Sing a Song Sign,37.5,強(+0.500±0.0),
37,"<a href=""https://popn.wiki//%E9%9B%A3%E6%98%93%E5%BA%A6%E8%A1%A8/twin_memories_w_h"">Twin memories W(H)</a>",Twin memories W,36.0,逆詐称(-1.000±0.0),
37,"<a href=""https://popn.wiki//%E9%9B%A3%E6%98%93%E5%BA%A6%E8%A1%A8/white_night_story_h"">white night story(H)</a>",white night story,37.0,中(+0.000±0.0),
37,"<a href=""https://popn.wiki//%E9%9B%A3%E6%98%93%E5%BA%A6%E8%A1%A8/%E3%82%A2%E3%83%AA%E3%82%B9%E3%82%B5%E3%82%A4%E3%83%89%E3%83%BB%E3%82%AD%E3%83%A3%E3%82%B9%E3%83%AA%E3%83%B3%E3%82%B0_h"">アリスサイド・キャスリング(H)</a>",アリスサイド・キャスリング,37.0,中(+0.000±0.0),
37,"<a href=""https://popn.wiki//%E9%9B%A3%E6%98%93%E5%BA%A6%E8%A1%A8/%E6%88%96%E3%82%8B%E8%A1%97%E3%81%AE%E3%82%AE%E3%82%AE_h"">或る街のギギ(H)</a>",或る街のギギ,36.5,弱(-0.500±0.0),
37,"<a href=""https://popn.wiki//%E9%9B%A3%E6%98%93%E5%BA%A6%E8%A1%A8/%E3%81%8A%E3%83%BC%E3%81%BE%E3%81%84_%E3%82%89%E3%81%B6%E3%82%8A%E3%83%BC_%E3%81%99%E3%81%86%E3%81%83%E3%83%BC%E3%81%A6%E3%81%83_%E3%81%A0%E3%83%BC%E3%82%8A%E3%82%93_dancerush_style_h"">おーまい！らぶりー！すうぃーてぃ！だーりん！(DANCERUSH Style)(H)</a>",おーまい！らぶりー！すうぃーてぃ！だーりん！(DANCERUSH Style),36.0,逆詐称(-1.000±0.0),
37,"<a href=""https://popn.wiki//%E9%9B%A3%E6%98%93%E5%BA%A6%E8%A1%A8/%E3%82%AA%E3%83%88%E3%83%A1%E8%81%96%E6%88%A6%E3%82%BF%E3%82%AF%E3%83%86%E3%82%A3%E3%82%AF%E3%82%B9_h"">オトメ聖戦タクティクス(H)</a>",オトメ聖戦タクティクス,37.0,中(+0.000±0.0),
37,"<a href=""https://popn.wiki//%E9%9B%A3%E6%98%93%E5%BA%A6%E8%A1%A8/%E9%80%86%E3%81%95%E3%81%BE_%E3%82%B7%E3%83%B3%E3%83%87%E3%83%AC%E3%83%A9%E3%83%91%E3%83%AC%E3%83%BC%E3%83%89_h"">逆さま♥シンデレラパレード(H)</a>",逆さま♥シンデレラパレード,36.5,弱(-0.500±0.0),
37,"<a href=""https://popn.wiki//%E9%9B%A3%E6%98%93%E5%BA%A6%E8%A1%A8/%E7%99%BD%E9%9C%B2%E3%81%AE%E9%A2%A8_h"">白露の風(H)</a>",白露の風,37.0,中(+0.000±0.0),
37,"<a href=""https://popn.wiki//%E9%9B%A3%E6%98%93%E5%BA%A6%E8%A1%A8/%E3%81%99%E3%82%8D%E3%81%89%E3%82%82%E3%81%89%E3%81%97%E3%82%87%E3%82%93_h"">すろぉもぉしょん(H)</a>",すろぉもぉしょん,37.0,中(+0.000±0.0),
37,"<a href=""https://popn.wiki//%E9%9B%A3%E6%98%93%E5%BA%A6%E8%A1%A8/%E3%83%8A%E3%83%B3%E3%82%AD%E3%83%A7%E3%82%AF_upper_h"">ナンキョク(UPPER)(H)</a>",クラゲータ,37.0,中(+0.000±0.0),
37,"<a href=""https://popn.wiki//%E9%9B%A3%E6%98%93%E5%BA%A6%E8%A1%A8/%E7%86%B1%E6%83%85%E3%81%AE%E3%82%B5%E3%83%91%E3%83%87%E3%82%A2%E3%83%BC%E3%83%89_h"">熱情のサパデアード(H)</a>",熱情のサパデアード,36.5,弱(-0.500±0.0),
37,"<a href=""https://popn.wiki//%E9%9B%A3%E6%98%93%E5%BA%A6%E8%A1%A8/%E6%98%A5%E3%81%AE%E9%9B%AA_h"">春の雪(H)</a>",春の雪,37.5,強(+0.500±0.0),
37,"<a href=""https://popn.wiki//%E9%9B%A3%E6%98%93%E5%BA%A6%E8%A1%A8/%E5%B9%BB%E5%B3%B6%E3%82%A2%E3%83%88%E3%83%A9%E3%83%B3%E3%83%86%E3%82%A3%E3%82%B9-4elements-_h"">幻島アトランティス-4elements-(H)</a>",幻島アトランティス-4elements-,37.5,強(+0.500±0.0),
37,"<a href=""https://popn.wiki//%E9%9B%A3%E6%98%93%E5%BA%A6%E8%A1%A8/beef_h"">BEEF(H)</a>",BEEF,37.0,中(+0.000±0.0),
37,"<a href=""https://popn.wiki//%E9%9B%A3%E6%98%93%E5%BA%A6%E8%A1%A8/catch_our_fire_h"">Catch Our Fire!(H)</a>",Catch Our Fire!,37.0,中(+0.000±0.0),
37,"<a href=""https://popn.wiki//%E9%9B%A3%E6%98%93%E5%BA%A6%E8%A1%A8/grave_strike_h"">Grave Strike(H)</a>",Grave Strike,37.0,中(+0.000±0.0),
37,"<a href=""https://popn.wiki//%E9%9B%A3%E6%98%93%E5%BA%A6%E8%A1%A8/sacrifice_escape_%E4%B8%8D%E6%9D%A1%E7%90%86%E3%81%AE%E6%A8%A1%E5%80%A3%E3%81%AB%E3%82%88%E3%82%8B%E6%84%9F%E6%83%85%E3%81%A8%E4%BB%A3%E5%84%9F_h"">Sacrifice Escape: 不条理の模倣による感情と代償(H)</a>",Sacrifice Escape: 不条理の模倣による感情と代償,37.0,中(+0.000±0.0),
37,"<a href=""https://popn.wiki//%E9%9B%A3%E6%98%93%E5%BA%A6%E8%A1%A8/time_has_no_money_h"">Time has no money(H)</a>",Time has no money,36.5,弱(-0.500±0.0),
37,"<a href=""https://popn.wiki//%E9%9B%A3%E6%98%93%E5%BA%A6%E8%A1%A8/%E3%81%93%E3%81%93%E3%81%8B%E3%82%89%E3%82%88%E3%82%8D%E3%81%97%E3%81%8F%E5%A4%A7%E4%BD%9C%E6%88%A6143_h"">ここからよろしく大作戦143(H)</a>",ここからよろしく大作戦143,37.5,強(+0.500±0.0),
37,"<a href=""https://popn.wiki//%E9%9B%A3%E6%98%93%E5%BA%A6%E8%A1%A8/%E3%82%B7%E3%83%A5%E3%82%AC%E3%83%BC%E3%82%BD%E3%83%B3%E3%82%B0%E3%81%A8%E3%83%93%E3%82%BF%E3%83%BC%E3%82%B9%E3%83%86%E3%83%83%E3%83%97_upper_h"">シュガーソングとビターステップ(UPPER)(H)</a>",シュガーソングとビターステップ,36.0,逆詐称(-1.000±0.0),
37,"<a href=""https://popn.wiki//%E9%9B%A3%E6%98%93%E5%BA%A6%E8%A1%A8/%E9%9D%92%E6%98%A5dreamers_tomorrow_is_another_day_h"">青春Dreamers ～Tomorrow is another day～(H)</a>",青春Dreamers ～Tomorrow is another day～,37.0,中(+0.000±0.0),
37,"<a href=""https://popn.wiki//%E9%9B%A3%E6%98%93%E5%BA%A6%E8%A1%A8/%EF%BC%97%EF%BC%97%EF%BC%97_-chip_sambass_arrange-_h"">７７７ -chip sambass arrange-(H)</a>",７７７ -chip sambass arrange-,37.5,強(+0.500±0.0),
37,"<a href=""https://popn.wiki//%E9%9B%A3%E6%98%93%E5%BA%A6%E8%A1%A8/brand_new..._h"">Brand New...(H)</a>",Brand New…,36.5,弱(-0.500±0.0),
37,"<a href=""https://popn.wiki//%E9%9B%A3%E6%98%93%E5%BA%A6%E8%A1%A8/butter-fly_upper_h"">Butter-FLY(UPPER)(H)</a>",Butter-FLY,37.0,中(+0.000±0.0),
37,"<a href=""https://popn.wiki//%E9%9B%A3%E6%98%93%E5%BA%A6%E8%A1%A8/milky_way_star_extended_ver._h"">Milky Way Star(Extended Ver.)(H)</a>",Milky Way Star(Extended Ver.),35.5,個人差(-1.500±0.0),
37,"<a href=""https://popn.wiki//%E9%9B%A3%E6%98%93%E5%BA%A6%E8%A1%A8/mystery_of_my_life_h"">Mystery of my life(H)</a>",Mystery of my life,36.5,弱(-0.500±0.0),
37,"<a href=""https://popn.wiki//%E9%9B%A3%E6%98%93%E5%BA%A6%E8%A1%A8/seize_the_day_ex"">Seize The Day(EX)</a>",Seize The Day,36.5,弱(-0.500±0.0),
37,"<a href=""https://popn.wiki//%E9%9B%A3%E6%98%93%E5%BA%A6%E8%A1%A8/sputnik_h"">Sputnik(H)</a>",Sputnik,36.5,弱(-0.500±0.0),
37,"<a href=""https://popn.wiki//%E9%9B%A3%E6%98%93%E5%BA%A6%E8%A1%A8/surf_on_the_light_h"">Surf on the Light(H)</a>",Surf on the Light,37.0,,
37,"<a href=""https://popn.wiki//%E9%9B%A3%E6%98%93%E5%BA%A6%E8%A1%A8/virkato%E3%81%AE%E4%B8%BB%E9%A1%8C%E3%81%AB%E3%82%88%E3%82%8Bperson09%E9%A2%A8%E8%B6%85%E7%B5%B6%E6%8A%80%E5%B7%A7%E5%A4%89%E5%A5%8F%E6%9B%B2_upper_n"">virkatoの主題によるperson09風超絶技巧変奏曲(UPPER)(N)</a>",virkatoの主題によるperson09風超絶技巧変奏曲,37.0,中(+0.000±0.0),
37,"<a href=""https://popn.wiki//%E9%9B%A3%E6%98%93%E5%BA%A6%E8%A1%A8/ba_h"">↑↑↓↓←→←→BA(H)</a>",↑↑↓↓←→←→BA,36.5,弱(-0.500±0.0),
37,"<a href=""https://popn.wiki//%E9%9B%A3%E6%98%93%E5%BA%A6%E8%A1%A8/%E3%81%84%E3%81%B0%E3%82%89%E5%A7%AB_h"">いばら姫(H)</a>",いばら姫,37.0,,
37,"<a href=""https://popn.wiki//%E9%9B%A3%E6%98%93%E5%BA%A6%E8%A1%A8/%E3%82%A8%E3%82%B4%E3%83%AD%E3%83%83%E3%82%AF_h"">エゴロック(H)</a>",エゴロック,37.0,中(+0.000±0.0),
37,"<a href=""https://popn.wiki//%E9%9B%A3%E6%98%93%E5%BA%A6%E8%A1%A8/%E6%AE%8B%E9%85%B7%E3%81%AA%E5%A4%A9%E4%BD%BF%E3%81%AE%E3%83%86%E3%83%BC%E3%82%BC_upper_h"">残酷な天使のテーゼ(UPPER)(H)</a>",残酷な天使のテーゼ,36.5,弱(-0.500±0.0),
37,"<a href=""https://popn.wiki//%E9%9B%A3%E6%98%93%E5%BA%A6%E8%A1%A8/%E8%92%BC%E6%B0%B7%E3%81%AE%E3%83%95%E3%83%A9%E3%82%B0%E3%83%A1%E3%83%B3%E3%83%88_h"">蒼氷のフラグメント(H)</a>",蒼氷のフラグメント,36.0,逆詐称(-1.000±0.0),
37,"<a href=""https://popn.wiki//%E9%9B%A3%E6%98%93%E5%BA%A6%E8%A1%A8/keep_the_faith_%E9%BA%BB%E9%9B%80%E6%A0%BC%E9%97%98%E5%80%B6%E6%A5%BD%E9%83%A8_h"">Keep the Faith(H)</a>",Keep the Faith,37.0,,
37,"<a href=""https://popn.wiki//%E9%9B%A3%E6%98%93%E5%BA%A6%E8%A1%A8/pastel_sweets_labo_v_h"">pastel@sweets labo(*'v'*)(H)</a>",pastel@sweets labo(*'v'*),37.0,,
37,"<a href=""https://popn.wiki//%E9%9B%A3%E6%98%93%E5%BA%A6%E8%A1%A8/%E3%82%AD%E3%83%A3%E3%83%B3%E3%83%87%E3%82%A3%E3%83%9D%E3%83%83%E3%83%97_give_me_your_pain_h"">キャンディポップ(H)</a>",Give me your pain,36.5,弱(-0.500±0.0),
37,"<a href=""https://popn.wiki//%E9%9B%A3%E6%98%93%E5%BA%A6%E8%A1%A8/%E3%82%AF%E3%83%A9%E3%82%B7%E3%83%83%E3%82%AF3_h"">クラシック3(H)</a>",Dynamics,37.5,強(+0.500±0.0),
37,"<a href=""https://popn.wiki//%E9%9B%A3%E6%98%93%E5%BA%A6%E8%A1%A8/kg_ex"">KG(EX)</a>",Swerty Gays,37.0,中(+0.000±0.0),
37,"<a href=""https://popn.wiki//%E9%9B%A3%E6%98%93%E5%BA%A6%E8%A1%A8/%E3%82%A4%E3%83%8E%E3%82%BB%E3%83%B3%E3%83%882_ex"">イノセント2(EX)</a>",君と微笑みと・・・,37.5,強(+0.500±0.0),
37,"<a href=""https://popn.wiki//%E9%9B%A3%E6%98%93%E5%BA%A6%E8%A1%A8/%E3%83%95%E3%83%AC%E3%83%B3%E3%83%81%E3%83%A1%E3%83%AB%E3%83%98%E3%83%B3_ex"">フレンチメルヘン(EX)</a>",トルバドゥールの回想,37.0,中(+0.000±0.0),
37,"<a href=""https://popn.wiki//%E9%9B%A3%E6%98%93%E5%BA%A6%E8%A1%A8/%E3%83%A9%E3%83%96%E3%83%AA%E3%83%BC%E3%82%AD%E3%83%A3%E3%83%83%E3%83%88%E3%83%9D%E3%83%83%E3%83%97_h"">ラブリーキャットポップ(H)</a>",Chat! Chat! Chat!,36.5,弱(-0.500±0.0),
37,"<a href=""https://popn.wiki//%E9%9B%A3%E6%98%93%E5%BA%A6%E8%A1%A8/%E3%82%B0%E3%83%A9%E3%82%A4%E3%83%B3%E3%83%89%E3%82%B3%E3%82%A2_steel_cage_ex"">グラインドコア(EX)</a>",STEEL CAGE,36.5,弱(-0.500±0.0),
37,"<a href=""https://popn.wiki//%E9%9B%A3%E6%98%93%E5%BA%A6%E8%A1%A8/%E3%82%B8%E3%83%A3%E3%82%BA%E3%83%AF%E3%83%AB%E3%83%84_cloud_h"">ジャズワルツ(H)</a>",CLOUD,36.5,弱(-0.500±0.0),
